id,tag,text
0,['label'],18
1,"['s1', 'heading']",Three Special Visitors
2,"['p1', 'verse', 'v1', 'label']",1
3,"['p1', 'verse', 'v1', 'content']",The
4,"['p1', 'verse', 'v1', 'sc']",Lord
5,"['p1', 'verse', 'v1', 'content']",appeared to Abraham
6,"['p1', 'verse', 'v1', 'note', 'f']",tn Heb “him”; the referent (Abraham) has been specified in the translation for clarity.
7,"['p1', 'verse', 'v1', 'content']",by the oaks
8,"['p1', 'verse', 'v1', 'note', 'f']",tn Or “terebinths.”
9,"['p1', 'verse', 'v1', 'content']",of Mamre while
10,"['p1', 'verse', 'v1', 'note', 'f']",tn The disjunctive clause here is circumstantial to the main clause.
11,"['p1', 'verse', 'v1', 'content']",he was sitting at the entrance
12,"['p1', 'verse', 'v1', 'note', 'f']",tn The Hebrew noun translated “entrance” is an adverbial accusative of place.
13,"['p1', 'verse', 'v1', 'content']",to his tent during the hottest time of the day.
14,"['p1', 'verse', 'v2', 'label']",2
15,"['p1', 'verse', 'v2', 'content']",Abraham
16,"['p1', 'verse', 'v2', 'note', 'f']",tn Heb “he”; the referent (Abraham) has been specified in the translation for clarity.
17,"['p1', 'verse', 'v2', 'content']",looked up
18,"['p1', 'verse', 'v2', 'note', 'f']",tn Heb “lifted up his eyes.”
19,"['p1', 'verse', 'v2', 'content']",and saw
20,"['p1', 'verse', 'v2', 'note', 'f']","tn Heb “and saw, and look.” The particle הִנֵּה (hinneh) draws attention to what he saw. The drawn-out description focuses the reader’s attention on Abraham’s deliberate, fixed gaze and indicates that what he is seeing is significant."
21,"['p1', 'verse', 'v2', 'content']",three men standing across
22,"['p1', 'verse', 'v2', 'note', 'f']","tn The Hebrew preposition עַל (’al) indicates the three men were nearby, but not close by, for Abraham had to run to meet them."
23,"['p1', 'verse', 'v2', 'content']",from him. When he saw them
24,"['p1', 'verse', 'v2', 'note', 'f']",tn The pronoun “them” has been supplied in the translation for clarification. In the Hebrew text the verb has no stated object.
25,"['p1', 'verse', 'v2', 'content']",he ran from the entrance of the tent to meet them and bowed low
26,"['p1', 'verse', 'v2', 'note', 'f']","tn The form וַיִּשְׁתַּחוּ (vayyishtakhu, “and bowed low”) is from the verb הִשְׁתַּחֲוָה (hishtakhavah, “to worship, bow low to the ground”). It is probably from a root חָוָה (khavah), though some derive it from שָׁחָה (shakhah)."
27,"['p1', 'verse', 'v2', 'content']",to the ground.
28,"['p1', 'verse', 'v2', 'note', 'f']","sn The reader knows this is a theophany. The three visitors are probably the Lord and two angels (see Gen 19:1). It is not certain how soon Abraham recognized the true identity of the visitors. His actions suggest he suspected this was something out of the ordinary, though it is possible that his lavish treatment of the visitors was done quite unwittingly. Bowing down to the ground would be reserved for obeisance of kings or worship of the Lord. Whether he was aware of it or not, Abraham’s action was most appropriate."
30,"['p2', 'verse', 'v3', 'label']",3
31,"['p2', 'verse', 'v3', 'content']","He said, “My lord,"
32,"['p2', 'verse', 'v3', 'note', 'f']","tc The MT has the form אֲדֹנָי (’adonay, “Master”) which is reserved for God. This may reflect later scribal activity. The scribes, knowing it was the Lord, may have put the proper pointing with the word instead of the more common אֲדֹנִי (’adoni, “my master”)."
33,"['p2', 'verse', 'v3', 'content']","if I have found favor in your sight, do not pass by and leave your servant."
34,"['p2', 'verse', 'v3', 'note', 'f']",tn Heb “do not pass by from upon your servant.”
36,"['p2', 'verse', 'v4', 'label']",4
37,"['p2', 'verse', 'v4', 'content']",Let a little water be brought so that
38,"['p2', 'verse', 'v4', 'note', 'f']",tn The imperative after the jussive indicates purpose here.
39,"['p2', 'verse', 'v4', 'content']",you may all
40,"['p2', 'verse', 'v4', 'note', 'f']","tn The word “all” has been supplied in the translation because the Hebrew verb translated “wash” and the pronominal suffix on the word “feet” are plural, referring to all three of the visitors."
41,"['p2', 'verse', 'v4', 'content']",wash your feet and rest under the tree.
42,"['p2', 'verse', 'v5', 'label']",5
43,"['p2', 'verse', 'v5', 'content']",And let me get
44,"['p2', 'verse', 'v5', 'note', 'f']",tn The Qal cohortative here probably has the nuance of polite request.
45,"['p2', 'verse', 'v5', 'content']",a bit of food
46,"['p2', 'verse', 'v5', 'note', 'f']","tn Heb “a piece of bread.” The Hebrew word לֶחֶם (lekhem) can refer either to bread specifically or to food in general. Based on Abraham’s directions to Sarah in v. 6, bread was certainly involved, but v. 7 indicates that Abraham had a more elaborate meal in mind."
47,"['p2', 'verse', 'v5', 'content']",so that you may refresh yourselves
48,"['p2', 'verse', 'v5', 'note', 'f']",tn Heb “strengthen your heart.” The imperative after the cohortative indicates purpose here.
49,"['p2', 'verse', 'v5', 'content']",since you have passed by your servant’s home. After that you may be on your way.”
50,"['p2', 'verse', 'v5', 'note', 'f']","tn Heb “so that you may refresh yourselves, after [which] you may be on your way – for therefore you passed by near your servant.”"
51,"['p2', 'verse', 'v5', 'content']","“All right,” they replied, “you may do as you say.”"
52,"['p3', 'verse', 'v6', 'label']",6
53,"['p3', 'verse', 'v6', 'content']","So Abraham hurried into the tent and said to Sarah, “Quick! Take"
